accession,description,project,species,taxid,tissue,BTO,mods,spectra,proteins,peptides,MS2,MS1,enzyme
13141,Study of Lactococcus lactis metabolism at various specific rates B2T2_500mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,17215,0,0,0,0,NA
13142,Study of Lactococcus lactis metabolism at various specific rates B2T2_50mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,22406,0,0,0,0,NA
13143,Study of Lactococcus lactis metabolism at various specific rates B3T1_1000mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,10239,0,0,0,0,NA
13144,Study of Lactococcus lactis metabolism at various specific rates B3T1_100mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,20963,0,0,0,0,NA
13145,Study of Lactococcus lactis metabolism at various specific rates B3T1_10mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,13090,0,0,0,0,NA
13146,Study of Lactococcus lactis metabolism at various specific rates B3T1_150mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,21266,0,0,0,0,NA
13147,Study of Lactococcus lactis metabolism at various specific rates B3T1_200mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,20427,0,0,0,0,NA
13148,Study of Lactococcus lactis metabolism at various specific rates B3T1_250mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,17747,0,0,0,0,NA
13149,Study of Lactococcus lactis metabolism at various specific rates B3T1_300mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,16135,0,0,0,0,NA
13150,Study of Lactococcus lactis metabolism at various specific rates B3T1_350mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,14094,0,0,0,0,NA
13151,Study of Lactococcus lactis metabolism at various specific rates B3T1_500mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,12207,0,0,0,0,NA
13152,Study of Lactococcus lactis metabolism at various specific rates B3T1_50mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,21420,0,0,0,0,NA
13153,Study of Lactococcus lactis metabolism at various specific rates B3T2_1000mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,10128,0,0,0,0,NA
13154,Study of Lactococcus lactis metabolism at various specific rates B3T2_100mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,20970,0,0,0,0,NA
13155,Study of Lactococcus lactis metabolism at various specific rates B3T2_10mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,12546,0,0,0,0,NA
13156,Study of Lactococcus lactis metabolism at various specific rates B3T2_150mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,21160,0,0,0,0,NA
13157,Study of Lactococcus lactis metabolism at various specific rates B3T2_200mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,20695,0,0,0,0,NA
13158,Study of Lactococcus lactis metabolism at various specific rates B3T2_250mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,17937,0,0,0,0,NA
13159,Study of Lactococcus lactis metabolism at various specific rates B3T2_300mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,16347,0,0,0,0,NA
13160,Study of Lactococcus lactis metabolism at various specific rates B3T2_350mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,14096,0,0,0,0,NA
13161,Study of Lactococcus lactis metabolism at various specific rates B3T2_500mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,12197,0,0,0,0,NA
13162,Study of Lactococcus lactis metabolism at various specific rates B3T2_50mM,Study of the growth efficiency and amino acid metabolism in Lactococcus lactis at various specific growth rates,Lactococcus lactis subsp. lactis Il1403,272623, N/A, N/A, N/A,21483,0,0,0,0,NA
13201,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784,Carbamidomethyl,92,2,3,0,0,NA
13202,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784,Oxidation,83,3,6,0,0,NA
13204,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784,Oxidation,82,1,11,0,0,NA
13206,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784,Oxidation,54,1,5,0,0,NA
13208,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784,Oxidation,96,4,4,0,0,NA
13210,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784,Carbamidomethyl,67,3,3,0,0,NA
13212,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784, N/A,23,2,2,0,0,NA
13215,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784,Oxidation,147,1,23,0,0,NA
13217,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784, N/A,124,2,20,0,0,NA
13219,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784,Carbamidomethyl,105,4,7,0,0,NA
13221,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784, N/A,70,0,0,0,0,NA
13223,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784,Carbamidomethyl;Oxidation,104,1,7,0,0,NA
13225,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784,Carbamidomethyl;Oxidation,133,5,14,0,0,NA
13227,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784, N/A,48,2,3,0,0,NA
13229,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784, N/A,138,5,6,0,0,NA
13231,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784, N/A,50,2,3,0,0,NA
13232,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784, N/A,60,3,7,0,0,NA
13234,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784, N/A,93,3,10,0,0,NA
13236,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784, N/A,37,2,5,0,0,NA
13238,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784, N/A,54,1,1,0,0,NA
13240,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784, N/A,50,2,7,0,0,NA
13241,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784,Oxidation,49,2,3,0,0,NA
13243,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784,Carbamidomethyl,60,2,4,0,0,NA
13245,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784, N/A,94,4,6,0,0,NA
13247,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784, N/A,32,3,4,0,0,NA
13249,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784, N/A,93,5,6,0,0,NA
13252,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784, N/A,87,4,8,0,0,NA
13254,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784,Oxidation,76,1,7,0,0,NA
13256,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784,Oxidation,65,3,9,0,0,NA
13258,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784,Carbamidomethyl;Oxidation,95,4,11,0,0,NA
13260,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784, N/A,41,3,3,0,0,NA
13262,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784,Oxidation;Carbamidomethyl,100,3,8,0,0,NA
13264,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784, N/A,95,4,10,0,0,NA
13266,WT vs E2F2-/- activated T lymphocyte whole protein extract,Differential proteomic analysis of E2F2-/- T lymphocytes,Mus musculus (Mouse),10090,lymph node,BTO:0000784,Oxidation;Carbamidomethyl,75,5,7,0,0,NA
13290,Diversity in protein glycosylation among insect species,interspecies comparison of GNA binding proteins ,Bombyx mori (Silk moth);Acyrthosiphon pisum (Pea aphid);Drosophila melanogaster (Fruit fly);Apis mellifera (Honeybee);Tribolium castaneum (Red flour beetle),7091;7029;7227;7460;7070, N/A, N/A,Acetylation;Dehydratation;Deamidation;Oxidation,25960,843,2964,0,0,NA
13291,"Microcystis aeruginosa PCC 7005, biological replicate 1",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Acetylation;Acetylation;Acetylation;Acetylation;Deamination;Dioxidation;Acetylation;Dioxidation;Deamination;Deamidation;Deamidation;Carbamidomethyl;Dehydratation;Oxidation,25971,1695,25971,0,0,NA
13292,"Microcystis aeruginosa PCC 7005, biological replicate 2",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Acetylation;Acetylation;Acetylation;Dioxidation;Deamination;Acetylation;Acetylation;Dioxidation;Deamination;Oxidation;Carbamidomethyl;Dehydratation;Deamidation;Deamidation,23726,1806,23726,0,0,NA
13293,"Microcystis aeruginosa PCC 7005, biological replicate 3",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Acetylation;Acetylation;Acetylation;Deamination;Acetylation;Acetylation;Acetylation;Dioxidation;Dioxidation;Deamidation;Deamination;Carbamidomethyl;Deamidation;Dehydratation;Oxidation,38417,3025,38417,0,0,NA
13294,"Microcystis aeruginosa PCC 7806, biological replicate 1",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Acetylation;Acetylation;Acetylation;Dioxidation;Deamination;Acetylation;Dioxidation;Deamination;Acetylation;Dehydratation;Deamidation;Deamidation;Carbamidomethyl;Oxidation,24308,1927,24308,0,0,NA
13295,"Microcystis aeruginosa PCC 7806, biological replicate 2",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Acetylation;Acetylation;Acetylation;Deamination;Dioxidation;Dioxidation;Acetylation;Deamination;Deamidation;Dehydratation;Carbamidomethyl;Deamidation;Oxidation,17988,1815,17988,0,0,NA
13296,"Microcystis aeruginosa PCC 7806, biological replicate 3",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Acetylation;Acetylation;Acetylation;Acetylation;Deamination;Acetylation;Dioxidation;Deamination;Dehydratation;Dioxidation;Deamidation;Deamidation;Oxidation;Carbamidomethyl,18747,1837,18747,0,0,NA
13297,"Microcystis aeruginosa UWOCC CBS, biological replicate 1",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Acetylation;Acetylation;Acetylation;Dioxidation;Dioxidation;Deamination;Acetylation;Dehydratation;Acetylation;Deamidation;Deamidation;Deamination;Oxidation;Carbamidomethyl,23831,2129,23831,0,0,NA
13298,"Microcystis aeruginosa UWOCC CBS, biological replicate 2",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Dioxidation;Dioxidation;Deamination;Acetylation;Acetylation;Acetylation;Acetylation;Dehydratation;Deamination;Carbamidomethyl;Deamidation;Deamidation;Oxidation,13251,1256,13251,0,0,NA
13299,"Microcystis aeruginosa UWOCC CBS, biological replicate 3",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Acetylation;Dioxidation;Acetylation;Deamination;Dioxidation;Acetylation;Deamination;Dehydratation;Deamidation;Deamidation;Oxidation;Carbamidomethyl,18035,1296,18035,0,0,NA
13300,"Microcystis aeruginosa HUB5-3, biological replicate 1",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Acetylation;Acetylation;Acetylation;Acetylation;Dioxidation;Acetylation;Deamination;Dioxidation;Deamination;Oxidation;Acetylation;Deamidation;Deamidation;Carbamidomethyl;Dehydratation,12969,1655,12969,0,0,NA
13301,"Microcystis aeruginosa HUB5-3, biological replicate 2",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Acetylation;Acetylation;Dioxidation;Deamination;Acetylation;Acetylation;Acetylation;Acetylation;Deamination;Dioxidation;Carbamidomethyl;Dehydratation;Deamidation;Deamidation;Oxidation,15193,1372,15193,0,0,NA
13302,"Microcystis aeruginosa HUB5-3, biological replicate 3",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Acetylation;Acetylation;Acetylation;Acetylation;Dioxidation;Deamination;Dioxidation;Acetylation;Acetylation;Deamination;Deamidation;Dehydratation;Acetylation;Deamidation;Carbamidomethyl;Oxidation,23751,2494,23751,0,0,NA
13303,"Microcystis aeruginosa UWOCC MRC, biological replicate 1",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Acetylation;Acetylation;Acetylation;Acetylation;Deamination;Acetylation;Acetylation;Dioxidation;Acetylation;Dioxidation;Deamidation;Deamidation;Dehydratation;Deamination;Oxidation;Carbamidomethyl,14618,1695,14618,0,0,NA
13304,"Microcystis aeruginosa UWOCC MRC, biological replicate 2",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Acetylation;Dioxidation;Dioxidation;Acetylation;Acetylation;Acetylation;Deamination;Deamination;Dehydratation;Carbamidomethyl;Acetylation;Deamidation;Deamidation;Oxidation,6070,1273,6070,0,0,NA
13305,"Microcystis aeruginosa UWOCC MRD, biological replicate 1",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Acetylation;Acetylation;Acetylation;Dioxidation;Deamination;Acetylation;Dioxidation;Deamination;Acetylation;Dehydratation;Deamidation;Deamidation;Carbamidomethyl;Oxidation,24308,1927,24308,0,0,NA
13306,"Microcystis aeruginosa UWOCC MRD, biological replicate 2",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Acetylation;Acetylation;Dioxidation;Acetylation;Deamination;Dioxidation;Acetylation;Deamidation;Deamidation;Carbamidomethyl;Deamination;Acetylation;Oxidation;Dehydratation,14743,1318,14743,0,0,NA
13307,"Microcystis aeruginosa UWOCC MRD, biological replicate 3",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Acetylation;Acetylation;Dioxidation;Acetylation;Deamidation;Deamidation;Deamination;Acetylation;Dioxidation;Deamination;Dehydratation;Carbamidomethyl;Oxidation,4616,1357,4616,0,0,NA
13308,"Microcystis aeruginosa UWOCC MRC, biological replicate 3",Microcystis aeruginosa proteomics,Microcystis aeruginosa (strain NIES-843),449447, N/A, N/A,Acetylation;Acetylation;Acetylation;Acetylation;Dioxidation;Dioxidation;Acetylation;Deamination;Acetylation;Carbamidomethyl;Deamination;Oxidation;Deamidation;Dehydratation;Deamidation,17926,1279,17926,0,0,NA
13321,Comparative proteomic shotgun analysis elucidates involvement of water channel aquaporin 8 in alpha amylase regulation,AQP8 proteome project,Mus musculus (Mouse),10090,colon,BTO:0000269, N/A,20923,0,0,0,0,NA
13322,Comparative proteomic shotgun analysis elucidates involvement of water channel aquaporin 8 in alpha amylase regulation,AQP8 proteome project,Mus musculus (Mouse),10090,colon,BTO:0000269, N/A,12875,0,0,0,0,NA
13323,Comparative proteomic shotgun analysis elucidates involvement of water channel aquaporin 8 in alpha amylase regulation,AQP8 proteome project,Mus musculus (Mouse),10090,colon,BTO:0000269, N/A,13512,0,0,0,0,NA
13324,Comparative proteomic shotgun analysis elucidates involvement of water channel aquaporin 8 in alpha amylase regulation,AQP8 proteome project,Mus musculus (Mouse),10090,colon,BTO:0000269, N/A,20899,0,0,0,0,NA
13325,Comparative proteomic shotgun analysis elucidates involvement of water channel aquaporin 8 in alpha amylase regulation,AQP8 proteome project,Mus musculus (Mouse),10090,colon,BTO:0000269, N/A,14829,0,0,0,0,NA
13326,Comparative proteomic shotgun analysis elucidates involvement of water channel aquaporin 8 in alpha amylase regulation,AQP8 proteome project,Mus musculus (Mouse),10090,colon,BTO:0000269, N/A,12977,0,0,0,0,NA
13327,"Arabidopsis thaliana leaf wound proteomics: col0 control leaves, SDS fraction, 1-DE",Arabidopsis thaliana leaf wound proteomics,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Monomethylation;Acetylation;Carbamidomethyl;Oxidation;N6-(4-amino-2-hydroxybutyl)-L-lysine;modified L-lysine residue,23837,2751,24258,0,0,NA
13328,"Arabidopsis thaliana leaf wound proteomics: col0 control leaves, soluble fraction, 1-DE",Arabidopsis thaliana leaf wound proteomics,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Acetylation;Phosphorylation;Monomethylation;Oxidation;Carbamidomethyl;modified L-lysine residue;natural residue,30081,2491,30583,0,0,NA
13329,"Arabidopsis thaliana leaf wound proteomics: col0 wounded leaves, SDS fraction, 1-DE",Arabidopsis thaliana leaf wound proteomics,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Monomethylation;Acetylation;Carbamidomethyl;Oxidation;modified L-lysine residue,22840,2834,23218,0,0,NA
13330,"Arabidopsis thaliana leaf wound proteomics: col0 wounded leaves, soluble fraction, 1-DE",Arabidopsis thaliana leaf wound proteomics,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Acetylation;Phosphorylation;Monomethylation;Oxidation;Carbamidomethyl;modified L-lysine residue;natural residue,31330,2533,31815,0,0,NA
13331,"Arabidopsis thaliana leaf wound proteomics: aos mutant control leaves, SDS fraction, 1-DE",Arabidopsis thaliana leaf wound proteomics,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Carbamidomethyl;Oxidation;modified L-lysine residue;natural residue;N6-(4-amino-2-hydroxybutyl)-L-lysine,24673,2976,25049,0,0,NA
13332,"Arabidopsis thaliana leaf wound proteomics: aos mutant wounded leaves, soluble fraction, 1-DE",Arabidopsis thaliana leaf wound proteomics,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Acetylation;Monomethylation;Oxidation;Carbamidomethyl;modified L-lysine residue;natural residue,31616,2509,32145,0,0,NA
13333,"Arabidopsis thaliana leaf wound proteomics: aos mutant control leaves, soluble fraction, 1-DE",Arabidopsis thaliana leaf wound proteomics,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Acetylation;Phosphorylation;Monomethylation;Oxidation;Carbamidomethyl;natural residue;modified L-lysine residue;N6-(4-amino-2-hydroxybutyl)-L-lysine,28548,2485,29024,0,0,NA
13334,"Arabidopsis thaliana leaf wound proteomics: aos mutant wounded leaves, SDS fraction, 1-DE",Arabidopsis thaliana leaf wound proteomics,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Acetylation;Monomethylation;Carbamidomethyl;Oxidation;natural residue;modified L-lysine residue,24393,2834,24812,0,0,NA
13337,Catalogue of mouse cathepsin D cleavage sites.,A quantitative proteomics design for systematic identification of protease cleavage events.,Mus musculus (Mouse),10090, N/A, N/A,Oxidation;Acetylation;Acetylation;modified L-arginine residue;alkylated residue,584,341,584,0,0,NA
13338,Catalogue of human caspase-3 cleavage sites.,A quantitative proteomics design for systematic identification of protease cleavage events.,Homo sapiens (Human),9606, N/A, N/A,Acetylation;Oxidation;Acetylation;modified L-arginine residue;alkylated residue,76,72,76,0,0,NA
13339,Catalogue of mouse cathepsin E cleavage sites.,A quantitative proteomics design for systematic identification of protease cleavage events.,Mus musculus (Mouse),10090, N/A, N/A,Acetylation;Oxidation;Acetylation;modified L-arginine residue;alkylated residue,1231,640,1231,0,0,NA
13345,Mass spectrum library for peptide identification of aplysia californica proteins,aplysia ganglion and memory formation,Aplysia californica (California sea hare),6500, N/A, N/A, N/A,3679,0,0,0,0,NA
13513,Combine approach HNE,Combine Approach HNE, N/A, N/A, N/A, N/A, N/A,12041,0,0,0,0,NA
13514,Additional material HNE,Combine Approach HNE, N/A, N/A, N/A, N/A, N/A,3670,0,0,0,0,NA
13524,Protein from an Antarctic bacterium Pseudomonas syringae Lz4W,Identification of proteins from an Antarctic bacterium Pseudomonas syringae Lz4W,Pseudomonas sp.,306, N/A, N/A, N/A,42420,0,0,0,0,NA
13525,Proteins from an Antarctic bacterium Pseudomonas syringae Lz4W,Identification of proteins from an Antarctic bacterium Pseudomonas syringae Lz4W  ,Pseudomonas sp.,306, N/A, N/A, N/A,20811,0,0,0,0,NA
13536,Analysis of the human pituitary proteome by data independent label-free liquid chromatography tandem mass spectrometry, N/A,Homo sapiens (Human),9606,adenohypophysis;neurohypophysis,BTO:0000040;BTO:0000937, N/A,25383,0,0,25383,0,NA
13537,Analysis of the human pituitary proteome by data independent label-free liquid chromatography tandem mass spectrometry, N/A,Homo sapiens (Human),9606,adenohypophysis;neurohypophysis,BTO:0000040;BTO:0000937, N/A,29147,0,0,29147,0,NA
13634,Membrane-SPINE: An improved method to identify protein-protein interaction partners of membrane proteins in vivo,Membrane-SPINE,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,216597, N/A, N/A, N/A,1832,0,0,0,0,NA
13635,Membrane-SPINE: An improved method to identify protein-protein interaction partners of membrane proteins in vivo,Membrane-SPINE,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,216597, N/A, N/A, N/A,1607,0,0,0,0,NA
13636,Membrane-SPINE: An improved method to identify protein-protein interaction partners of membrane proteins in vivo,Membrane-SPINE,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,216597, N/A, N/A, N/A,1210,0,0,0,0,NA
13637,Membrane-SPINE: An improved method to identify protein-protein interaction partners of membrane proteins in vivo,Membrane-SPINE,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,216597, N/A, N/A, N/A,1238,0,0,0,0,NA
13638,P. aeruginosa OMV proteome,P. aeruginosa OMV proteome,Pseudomonas aeruginosa,287, N/A, N/A,Oxidation;Carbamidomethyl;modified L-glutamine residue;modified L-aspartic acid residue,120882,469,25449,0,0,NA
13639,TransSILAC-allSpectra.iso_0,TransSILAC,Homo sapiens (Human),9606, N/A, N/A, N/A,280562,0,0,0,0,NA
13640,TransSILAC-allSpectra.iso_1,TransSILAC,Homo sapiens (Human),9606, N/A, N/A, N/A,123796,0,0,0,0,NA
13641,TransSILAC-allSpectra.sil0_0,TransSILAC,Homo sapiens (Human),9606, N/A, N/A, N/A,29753,0,0,29753,0,NA
13642,TransSILAC-allSpectra.sil1_0.mgf,TransSILAC,Homo sapiens (Human),9606, N/A, N/A, N/A,15398,0,0,15398,0,NA
13661,Comprehensive two dimensional liquid chromatography mass spectrometric analysis of the rat hippocampal proteome,Characterization of the rat hippocamus proteome,Rattus norvegicus (Rat),10116,hippocampus,BTO:0000601, N/A,21807,0,0,0,0,NA
13681,Zebra fish fin proteome,Zebra fish fin proteome,Danio rerio (Zebrafish) (Brachydanio rerio),7955, N/A, N/A, N/A,957,0,0,0,0,NA
